# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL01G005344	GWHHCNU00000001.1	51853835	51856287	+	2453	608
GUL01G005345	GWHHCNU00000001.1	51857809	51858288	+	480	0
GUL01G005346	GWHHCNU00000001.1	51874050	51875198	+	1149	0
GUL01G005347	GWHHCNU00000001.1	51876570	51881130	-	4561	2588
GUL01G005348	GWHHCNU00000001.1	51890358	51891958	-	1601	1631
GUL01G005349	GWHHCNU00000001.1	51898133	51899930	+	1798	1912
GUL01G005350	GWHHCNU00000001.1	51901507	51901863	+	357	66
GUL01G005351	GWHHCNU00000001.1	51917684	51918079	+	396	0
GUL01G005352	GWHHCNU00000001.1	51920005	51920349	+	345	1160
GUL01G005353	GWHHCNU00000001.1	51923218	51926844	+	3627	2006
GUL01G005354	GWHHCNU00000001.1	51928930	51932846	+	3917	1242
GUL01G005355	GWHHCNU00000001.1	51934155	51935775	-	1621	275
GUL01G005356	GWHHCNU00000001.1	51949052	51958498	-	9447	130
GUL01G005357	GWHHCNU00000001.1	51963522	51965109	+	1588	413
GUL01G005358	GWHHCNU00000001.1	51965811	51967665	-	1855	2
GUL01G005359	GWHHCNU00000001.1	51978550	51980082	-	1533	2561
GUL01G005360	GWHHCNU00000001.1	51989379	51989813	+	435	81
GUL01G005361	GWHHCNU00000001.1	51991716	51992386	+	671	76
GUL01G005362	GWHHCNU00000001.1	51993205	51995313	-	2109	213
GUL01G005363	GWHHCNU00000001.1	51995340	51998233	-	2894	13
GUL01G005364	GWHHCNU00000001.1	52010971	52011582	+	612	556
GUL01G005365	GWHHCNU00000001.1	52013214	52014263	-	1050	0
GUL01G005366	GWHHCNU00000001.1	52020023	52020733	+	711	0
GUL01G005367	GWHHCNU00000001.1	52028713	52029922	+	1210	0
GUL01G005368	GWHHCNU00000001.1	52030505	52030795	-	291	9
GUL01G005369	GWHHCNU00000001.1	52036453	52039574	+	3122	42
GUL01G005370	GWHHCNU00000001.1	52040975	52043092	-	2118	61
GUL01G005371	GWHHCNU00000001.1	52047620	52051029	-	3410	0
GUL01G005372	GWHHCNU00000001.1	52056823	52058141	-	1319	621
GUL01G005373	GWHHCNU00000001.1	52061621	52061920	-	300	6
GUL01G005374	GWHHCNU00000001.1	52062947	52063432	+	486	0
GUL01G005375	GWHHCNU00000001.1	52082378	52083741	-	1364	739
GUL01G005376	GWHHCNU00000001.1	52086491	52086837	+	347	0
GUL01G005377	GWHHCNU00000001.1	52098018	52099156	-	1139	0
GUL01G005378	GWHHCNU00000001.1	52113322	52118081	+	4760	3196
GUL01G005379	GWHHCNU00000001.1	52119597	52123159	-	3563	288
GUL01G005380	GWHHCNU00000001.1	52126279	52126836	+	558	198
GUL01G005381	GWHHCNU00000001.1	52127420	52129438	-	2019	89
GUL01G005382	GWHHCNU00000001.1	52132458	52133000	+	543	362
GUL01G005383	GWHHCNU00000001.1	52134550	52139692	-	5143	1127
GUL01G005384	GWHHCNU00000001.1	52149444	52150022	+	579	0
GUL01G005385	GWHHCNU00000001.1	52181986	52194808	+	12823	2414
GUL01G005386	GWHHCNU00000001.1	52196733	52196951	+	219	0
GUL01G005387	GWHHCNU00000001.1	52198108	52203000	+	4893	2609
GUL01G005388	GWHHCNU00000001.1	52205897	52207873	+	1977	8
GUL01G005389	GWHHCNU00000001.1	52208883	52212015	-	3133	5201
GUL01G005390	GWHHCNU00000001.1	52226301	52227643	+	1343	0
GUL01G005391	GWHHCNU00000001.1	52231335	52232869	+	1535	1666
GUL01G005392	GWHHCNU00000001.1	52234270	52234836	+	567	0
GUL01G005393	GWHHCNU00000001.1	52234915	52236396	+	1482	0
GUL01G005394	GWHHCNU00000001.1	52237422	52237853	+	432	0
GUL01G005395	GWHHCNU00000001.1	52242746	52249937	+	7192	237
GUL01G005396	GWHHCNU00000001.1	52258383	52261007	+	2625	117
GUL01G005397	GWHHCNU00000001.1	52264315	52267602	+	3288	598
GUL01G005398	GWHHCNU00000001.1	52270290	52272698	-	2409	30
GUL01G005399	GWHHCNU00000001.1	52274746	52275412	-	667	0
GUL01G005400	GWHHCNU00000001.1	52275523	52275864	-	342	0
GUL01G005401	GWHHCNU00000001.1	52276018	52276855	-	838	0
GUL01G005402	GWHHCNU00000001.1	52281596	52284075	-	2480	2096
GUL01G005403	GWHHCNU00000001.1	52284768	52285287	-	520	1890
GUL01G005404	GWHHCNU00000001.1	52292624	52292854	+	231	0
GUL01G005405	GWHHCNU00000001.1	52294771	52299688	+	4918	0
GUL01G005406	GWHHCNU00000001.1	52302996	52306947	+	3952	3635
GUL01G005407	GWHHCNU00000001.1	52308913	52313159	-	4247	492
GUL01G005408	GWHHCNU00000001.1	52315015	52331397	-	16383	6
GUL01G005409	GWHHCNU00000001.1	52333722	52333970	+	249	0
GUL01G005410	GWHHCNU00000001.1	52334916	52340874	-	5959	1228
GUL01G005411	GWHHCNU00000001.1	52341040	52342052	-	1013	22
GUL01G005412	GWHHCNU00000001.1	52348272	52351195	+	2924	8960
GUL01G005413	GWHHCNU00000001.1	52352441	52359810	-	7370	2022
GUL01G005414	GWHHCNU00000001.1	52363599	52368810	-	5212	37
GUL01G005415	GWHHCNU00000001.1	52369269	52370630	-	1362	0
GUL01G005416	GWHHCNU00000001.1	52373065	52376730	+	3666	3011
GUL01G005417	GWHHCNU00000001.1	52384277	52390684	+	6408	461
GUL01G005418	GWHHCNU00000001.1	52394042	52395625	-	1584	32
GUL01G005419	GWHHCNU00000001.1	52401281	52406579	+	5299	1505
GUL01G005420	GWHHCNU00000001.1	52418132	52425551	+	7420	136
GUL01G005421	GWHHCNU00000001.1	52425925	52426970	+	1046	51
GUL01G005422	GWHHCNU00000001.1	52427331	52432074	-	4744	146
GUL01G005423	GWHHCNU00000001.1	52444591	52448743	-	4153	2
GUL01G005424	GWHHCNU00000001.1	52475083	52476061	-	979	0
GUL01G005425	GWHHCNU00000001.1	52480783	52481028	+	246	0
GUL01G005426	GWHHCNU00000001.1	52488275	52490913	+	2639	387
GUL01G005427	GWHHCNU00000001.1	52495288	52496890	+	1603	92
GUL01G005428	GWHHCNU00000001.1	52498277	52501644	-	3368	561
GUL01G005429	GWHHCNU00000001.1	52503477	52508560	+	5084	3629
GUL01G005430	GWHHCNU00000001.1	52512656	52518996	+	6341	314
GUL01G005431	GWHHCNU00000001.1	52520890	52525970	-	5081	368
GUL01G005432	GWHHCNU00000001.1	52526241	52526790	+	550	1254
GUL01G005433	GWHHCNU00000001.1	52528469	52529839	-	1371	788
GUL01G005434	GWHHCNU00000001.1	52536238	52538264	+	2027	0
GUL01G005435	GWHHCNU00000001.1	52553548	52554468	+	921	46
GUL01G005436	GWHHCNU00000001.1	52558904	52563460	-	4557	1496
GUL01G005437	GWHHCNU00000001.1	52567854	52572274	+	4421	2560
GUL01G005438	GWHHCNU00000001.1	52574271	52586996	+	12726	1891
GUL01G005439	GWHHCNU00000001.1	52588539	52593348	-	4810	2642
GUL01G005440	GWHHCNU00000001.1	52597455	52597769	-	315	0
GUL01G005441	GWHHCNU00000001.1	52597798	52598573	-	776	0
GUL01G005442	GWHHCNU00000001.1	52598726	52599151	-	426	0
GUL01G005443	GWHHCNU00000001.1	52599877	52600334	-	458	0
GUL01G005444	GWHHCNU00000001.1	52600436	52601362	+	927	0
GUL01G005445	GWHHCNU00000001.1	52601613	52602146	+	534	0
GUL01G005446	GWHHCNU00000001.1	52608068	52608289	+	222	0
GUL01G005447	GWHHCNU00000001.1	52610444	52610659	-	216	0
GUL01G005448	GWHHCNU00000001.1	52614521	52622935	-	8415	1559
GUL01G005449	GWHHCNU00000001.1	52625125	52625989	+	865	1545
GUL01G005450	GWHHCNU00000001.1	52626425	52631198	-	4774	319
GUL01G005451	GWHHCNU00000001.1	52633312	52644794	-	11483	1143
GUL01G005452	GWHHCNU00000001.1	52652168	52653767	+	1600	88
GUL01G005453	GWHHCNU00000001.1	52654851	52659667	-	4817	73
GUL01G005454	GWHHCNU00000001.1	52663180	52671871	-	8692	5608
GUL01G005455	GWHHCNU00000001.1	52674279	52674688	+	410	0
GUL01G005456	GWHHCNU00000001.1	52675812	52676288	-	477	57
GUL01G005457	GWHHCNU00000001.1	52677708	52678889	-	1182	984
GUL01G005458	GWHHCNU00000001.1	52682355	52686191	+	3837	612
GUL01G005459	GWHHCNU00000001.1	52687016	52719278	-	32263	1495
GUL01G005460	GWHHCNU00000001.1	52727535	52730691	-	3157	670
GUL01G005461	GWHHCNU00000001.1	52742280	52744045	-	1766	0
GUL01G005462	GWHHCNU00000001.1	52747697	52752087	-	4391	588
GUL01G005463	GWHHCNU00000001.1	52754039	52757240	-	3202	579
GUL01G005464	GWHHCNU00000001.1	52763981	52770499	-	6519	0
GUL01G005465	GWHHCNU00000001.1	52774753	52777380	-	2628	2335
GUL01G005466	GWHHCNU00000001.1	52777402	52778847	-	1446	26
GUL02G000001	GWHHCNU00000002.1	9329	11466	-	2138	1174
GUL02G000002	GWHHCNU00000002.1	16272	16753	+	482	0
GUL02G000003	GWHHCNU00000002.1	20882	22643	+	1762	0
GUL02G000004	GWHHCNU00000002.1	30781	32113	-	1333	0
GUL02G000005	GWHHCNU00000002.1	37849	38220	-	372	0
GUL02G000006	GWHHCNU00000002.1	38457	39830	-	1374	0
GUL02G000007	GWHHCNU00000002.1	41042	41647	+	606	16
GUL02G000008	GWHHCNU00000002.1	43377	54618	+	11242	4055
GUL02G000009	GWHHCNU00000002.1	58410	58619	+	210	0
GUL02G000010	GWHHCNU00000002.1	59696	60958	+	1263	3
GUL02G000011	GWHHCNU00000002.1	62088	62453	-	366	0
GUL02G000012	GWHHCNU00000002.1	63963	66190	+	2228	0
GUL02G000013	GWHHCNU00000002.1	70030	72380	-	2351	32
GUL02G000014	GWHHCNU00000002.1	76139	79066	-	2928	0
GUL02G000015	GWHHCNU00000002.1	89881	90273	-	393	0
GUL02G000016	GWHHCNU00000002.1	100699	101291	-	593	0
GUL02G000017	GWHHCNU00000002.1	106575	107862	-	1288	536
GUL02G000018	GWHHCNU00000002.1	116922	118134	+	1213	3688
GUL02G000019	GWHHCNU00000002.1	124037	126232	+	2196	6
GUL02G000020	GWHHCNU00000002.1	127909	131935	-	4027	3076
GUL02G000021	GWHHCNU00000002.1	134761	134982	+	222	0
GUL02G000022	GWHHCNU00000002.1	135131	135912	-	782	0
GUL02G000023	GWHHCNU00000002.1	138283	142062	-	3780	5037
GUL02G000024	GWHHCNU00000002.1	147468	148175	+	708	206
GUL02G000025	GWHHCNU00000002.1	153346	154354	-	1009	14829
GUL02G000026	GWHHCNU00000002.1	171509	172981	+	1473	0
GUL02G000027	GWHHCNU00000002.1	173071	176544	-	3474	0
GUL02G000028	GWHHCNU00000002.1	176609	177419	-	811	0
GUL02G000029	GWHHCNU00000002.1	177563	177796	+	234	0
GUL02G000030	GWHHCNU00000002.1	177829	178119	-	291	0
GUL02G000031	GWHHCNU00000002.1	187674	188027	-	354	0
GUL02G000032	GWHHCNU00000002.1	188155	188355	+	201	0
GUL02G000033	GWHHCNU00000002.1	203675	205737	+	2063	0
GUL02G000034	GWHHCNU00000002.1	212863	213417	+	555	49
GUL02G000035	GWHHCNU00000002.1	215370	227088	-	11719	2522
GUL02G000036	GWHHCNU00000002.1	229631	229870	-	240	0
GUL02G000037	GWHHCNU00000002.1	231044	232999	+	1956	164
GUL02G000038	GWHHCNU00000002.1	235591	238141	-	2551	223
GUL02G000039	GWHHCNU00000002.1	238308	239809	+	1502	0
GUL02G000040	GWHHCNU00000002.1	243545	247306	+	3762	3365
GUL02G000041	GWHHCNU00000002.1	248899	252589	+	3691	0
GUL02G000042	GWHHCNU00000002.1	253139	256271	-	3133	0
GUL02G000043	GWHHCNU00000002.1	258629	289737	-	31109	522
GUL02G000044	GWHHCNU00000002.1	292052	292432	-	381	118
GUL02G000045	GWHHCNU00000002.1	301926	303170	+	1245	0
GUL02G000046	GWHHCNU00000002.1	309280	312791	+	3512	188
GUL02G000047	GWHHCNU00000002.1	313838	316901	-	3064	24
GUL02G000048	GWHHCNU00000002.1	323458	327001	+	3544	726
GUL02G000049	GWHHCNU00000002.1	331287	337503	+	6217	5058
GUL02G000050	GWHHCNU00000002.1	338636	339304	+	669	53
GUL02G000051	GWHHCNU00000002.1	339357	347001	-	7645	806
GUL02G000052	GWHHCNU00000002.1	357632	362062	-	4431	22
GUL02G000053	GWHHCNU00000002.1	396100	402126	+	6027	535
GUL02G000054	GWHHCNU00000002.1	405923	407209	+	1287	0
GUL02G000055	GWHHCNU00000002.1	411250	411837	+	588	0
GUL02G000056	GWHHCNU00000002.1	414033	416311	+	2279	0
GUL02G000057	GWHHCNU00000002.1	420673	422557	+	1885	439
GUL02G000058	GWHHCNU00000002.1	424756	427879	+	3124	395
GUL02G000059	GWHHCNU00000002.1	430757	437586	-	6830	3308
GUL02G000060	GWHHCNU00000002.1	451824	452267	-	444	0
GUL02G000061	GWHHCNU00000002.1	455988	458990	-	3003	147
GUL02G000062	GWHHCNU00000002.1	477491	479513	+	2023	0
GUL02G000063	GWHHCNU00000002.1	486845	487156	-	312	0
GUL02G000064	GWHHCNU00000002.1	518459	522664	-	4206	32
GUL02G000065	GWHHCNU00000002.1	526126	529926	-	3801	4508
GUL02G000066	GWHHCNU00000002.1	538783	542253	+	3471	64
GUL02G000067	GWHHCNU00000002.1	544281	547311	-	3031	6
GUL02G000068	GWHHCNU00000002.1	583612	584802	+	1191	0
GUL02G000069	GWHHCNU00000002.1	593168	597705	-	4538	1
GUL02G000070	GWHHCNU00000002.1	608658	615582	-	6925	1142
GUL02G000071	GWHHCNU00000002.1	620875	623626	-	2752	540
GUL02G000072	GWHHCNU00000002.1	632433	632759	-	327	0
GUL02G000073	GWHHCNU00000002.1	634098	642204	+	8107	1568
GUL02G000074	GWHHCNU00000002.1	646519	651252	-	4734	1524
GUL02G000075	GWHHCNU00000002.1	653908	656369	-	2462	1229
GUL02G000076	GWHHCNU00000002.1	660281	668001	-	7721	491
GUL02G000077	GWHHCNU00000002.1	674737	675833	-	1097	4853
GUL02G000078	GWHHCNU00000002.1	693075	694178	+	1104	5062
GUL02G000079	GWHHCNU00000002.1	698487	732936	+	34450	4576
GUL02G000080	GWHHCNU00000002.1	738118	744826	+	6709	510
GUL02G000081	GWHHCNU00000002.1	746734	754408	-	7675	1809
GUL02G000082	GWHHCNU00000002.1	759260	760356	+	1097	15
GUL02G000083	GWHHCNU00000002.1	761374	763177	-	1804	450
GUL02G000084	GWHHCNU00000002.1	765456	768053	+	2598	877
GUL02G000085	GWHHCNU00000002.1	773105	773335	+	231	0
GUL02G000086	GWHHCNU00000002.1	774214	779804	-	5591	3273
GUL02G000087	GWHHCNU00000002.1	792322	792718	+	397	0
GUL02G000088	GWHHCNU00000002.1	793032	794673	+	1642	1
GUL02G000089	GWHHCNU00000002.1	796499	797246	+	748	2
GUL02G000090	GWHHCNU00000002.1	823898	825857	+	1960	0
GUL02G000091	GWHHCNU00000002.1	839327	840898	+	1572	0
GUL02G000092	GWHHCNU00000002.1	840942	841641	+	700	0
GUL02G000093	GWHHCNU00000002.1	842337	843366	+	1030	4
GUL02G000094	GWHHCNU00000002.1	845118	846464	+	1347	12
GUL02G000095	GWHHCNU00000002.1	867513	868135	+	623	0
GUL02G000096	GWHHCNU00000002.1	869745	870107	+	363	0
GUL02G000097	GWHHCNU00000002.1	916068	920739	+	4672	0
GUL02G000098	GWHHCNU00000002.1	943347	944541	-	1195	112
GUL02G000099	GWHHCNU00000002.1	970639	970973	+	335	0
GUL02G000100	GWHHCNU00000002.1	976951	978050	+	1100	67
GUL02G000101	GWHHCNU00000002.1	984769	985564	+	796	0
GUL02G000102	GWHHCNU00000002.1	995924	1000390	+	4467	151
GUL02G000103	GWHHCNU00000002.1	1002888	1005405	+	2518	958
GUL02G000104	GWHHCNU00000002.1	1008438	1008719	-	282	29
GUL02G000105	GWHHCNU00000002.1	1009720	1010567	+	848	0
GUL02G000106	GWHHCNU00000002.1	1011855	1015860	+	4006	91
GUL02G000107	GWHHCNU00000002.1	1017290	1021375	-	4086	958
GUL02G000108	GWHHCNU00000002.1	1055856	1057944	-	2089	0
GUL02G000109	GWHHCNU00000002.1	1069081	1072776	-	3696	488
GUL02G000110	GWHHCNU00000002.1	1077842	1087440	-	9599	297
GUL02G000111	GWHHCNU00000002.1	1088399	1090162	-	1764	67
GUL02G000112	GWHHCNU00000002.1	1098718	1099479	+	762	54
GUL02G000113	GWHHCNU00000002.1	1116724	1119726	-	3003	370
GUL02G000114	GWHHCNU00000002.1	1119954	1121281	-	1328	37
GUL02G000115	GWHHCNU00000002.1	1124641	1124874	+	234	0
GUL02G000116	GWHHCNU00000002.1	1140351	1144727	+	4377	15
GUL02G000117	GWHHCNU00000002.1	1145325	1146482	-	1158	0
GUL02G000118	GWHHCNU00000002.1	1149372	1153358	+	3987	717
GUL02G000119	GWHHCNU00000002.1	1153606	1155968	-	2363	222
GUL02G000120	GWHHCNU00000002.1	1160135	1160716	-	582	19
GUL02G000121	GWHHCNU00000002.1	1175679	1181272	+	5594	937
GUL02G000122	GWHHCNU00000002.1	1182726	1183260	+	535	22
GUL02G000123	GWHHCNU00000002.1	1190860	1192154	+	1295	29
GUL02G000124	GWHHCNU00000002.1	1193521	1195741	-	2221	16
GUL02G000125	GWHHCNU00000002.1	1209320	1214526	-	5207	751
GUL02G000126	GWHHCNU00000002.1	1221138	1226081	-	4944	217
GUL02G000127	GWHHCNU00000002.1	1231283	1232895	-	1613	191
GUL02G000128	GWHHCNU00000002.1	1232972	1233175	-	204	0
GUL02G000129	GWHHCNU00000002.1	1239031	1239994	-	964	0
GUL02G000130	GWHHCNU00000002.1	1243946	1247752	-	3807	112
GUL02G000131	GWHHCNU00000002.1	1256158	1256424	+	267	0
GUL02G000132	GWHHCNU00000002.1	1256507	1257058	-	552	0
GUL02G000133	GWHHCNU00000002.1	1257417	1258040	-	624	0
GUL02G000134	GWHHCNU00000002.1	1260153	1262054	-	1902	0
GUL02G000135	GWHHCNU00000002.1	1265998	1267615	+	1618	0
GUL02G000136	GWHHCNU00000002.1	1277755	1278469	-	715	0
GUL02G000137	GWHHCNU00000002.1	1293699	1295137	-	1439	11
GUL02G000138	GWHHCNU00000002.1	1295167	1296662	-	1496	0
GUL02G000139	GWHHCNU00000002.1	1303876	1304205	-	330	0
GUL02G000140	GWHHCNU00000002.1	1318162	1320232	-	2071	0
GUL02G000141	GWHHCNU00000002.1	1331339	1333560	-	2222	0
GUL02G000142	GWHHCNU00000002.1	1361569	1362308	-	740	480
GUL02G000143	GWHHCNU00000002.1	1368564	1371830	-	3267	3028
GUL02G000144	GWHHCNU00000002.1	1373660	1376936	-	3277	25
GUL02G000145	GWHHCNU00000002.1	1379584	1380408	-	825	0
GUL02G000146	GWHHCNU00000002.1	1386037	1387587	-	1551	12
GUL02G000147	GWHHCNU00000002.1	1389540	1392617	-	3078	127
GUL02G000148	GWHHCNU00000002.1	1409181	1409432	-	252	128
GUL02G000149	GWHHCNU00000002.1	1412828	1414053	-	1226	457
GUL02G000150	GWHHCNU00000002.1	1414213	1421660	-	7448	423
GUL02G000151	GWHHCNU00000002.1	1424047	1426426	+	2380	117
GUL02G000152	GWHHCNU00000002.1	1428353	1433797	+	5445	166
GUL02G000153	GWHHCNU00000002.1	1435451	1435849	-	399	146
GUL02G000154	GWHHCNU00000002.1	1438131	1438568	-	438	244
GUL02G000155	GWHHCNU00000002.1	1441517	1443252	+	1736	0
GUL02G000156	GWHHCNU00000002.1	1450124	1450956	+	833	18
GUL02G000157	GWHHCNU00000002.1	1453682	1454083	+	402	442
GUL02G000158	GWHHCNU00000002.1	1456165	1460198	+	4034	0
GUL02G000159	GWHHCNU00000002.1	1476944	1480224	-	3281	0
GUL02G000160	GWHHCNU00000002.1	1509149	1521085	-	11937	4555
GUL02G000161	GWHHCNU00000002.1	1534633	1537880	+	3248	316
GUL02G000162	GWHHCNU00000002.1	1543546	1556393	+	12848	1059
GUL02G000163	GWHHCNU00000002.1	1558473	1563136	+	4664	415
GUL02G000164	GWHHCNU00000002.1	1569986	1570647	-	662	0
GUL02G000165	GWHHCNU00000002.1	1584477	1586355	+	1879	237
GUL02G000166	GWHHCNU00000002.1	1586398	1587759	+	1362	4074
GUL02G000167	GWHHCNU00000002.1	1595352	1600302	+	4951	2077
GUL02G000168	GWHHCNU00000002.1	1609554	1610873	+	1320	6380
GUL02G000169	GWHHCNU00000002.1	1611810	1614094	-	2285	0
GUL02G000170	GWHHCNU00000002.1	1618653	1619078	-	426	0
GUL02G000171	GWHHCNU00000002.1	1622941	1625931	-	2991	125
GUL02G000172	GWHHCNU00000002.1	1627493	1630951	+	3459	1276
GUL02G000173	GWHHCNU00000002.1	1634159	1634503	-	345	6
GUL02G000174	GWHHCNU00000002.1	1665100	1665735	-	636	41
GUL02G000175	GWHHCNU00000002.1	1668020	1670021	-	2002	65
GUL02G000176	GWHHCNU00000002.1	1688233	1688908	-	676	1314
GUL02G000177	GWHHCNU00000002.1	1689021	1689245	-	225	48
GUL02G000178	GWHHCNU00000002.1	1692107	1702085	+	9979	3711
GUL02G000179	GWHHCNU00000002.1	1723841	1724733	-	893	0
GUL02G000180	GWHHCNU00000002.1	1727762	1734318	-	6557	495
GUL02G000181	GWHHCNU00000002.1	1735273	1736718	-	1446	0
GUL02G000182	GWHHCNU00000002.1	1740081	1742137	+	2057	0
GUL02G000183	GWHHCNU00000002.1	1747076	1749420	-	2345	0
GUL02G000184	GWHHCNU00000002.1	1749442	1749741	-	300	0
GUL02G000185	GWHHCNU00000002.1	1749764	1750438	-	675	0
GUL02G000186	GWHHCNU00000002.1	1752504	1752981	-	478	11
GUL02G000187	GWHHCNU00000002.1	1753803	1757421	-	3619	0
GUL02G000188	GWHHCNU00000002.1	1766040	1769406	+	3367	4842
GUL02G000189	GWHHCNU00000002.1	1770726	1774713	-	3988	0
GUL02G000190	GWHHCNU00000002.1	1779717	1782045	-	2329	0
GUL02G000191	GWHHCNU00000002.1	1790704	1795067	+	4364	3904
GUL02G000192	GWHHCNU00000002.1	1802627	1803367	+	741	14
GUL02G000193	GWHHCNU00000002.1	1807854	1814165	+	6312	877
GUL02G000194	GWHHCNU00000002.1	1816243	1817932	+	1690	0
GUL02G000195	GWHHCNU00000002.1	1818471	1818674	+	204	0
GUL02G000196	GWHHCNU00000002.1	1818677	1819244	-	568	0
GUL02G000197	GWHHCNU00000002.1	1823133	1827753	-	4621	0
GUL02G000198	GWHHCNU00000002.1	1839893	1841997	-	2105	0
GUL02G000199	GWHHCNU00000002.1	1849822	1851938	+	2117	55
GUL02G000200	GWHHCNU00000002.1	1853314	1853532	-	219	7
GUL02G000201	GWHHCNU00000002.1	1853613	1855460	-	1848	18
GUL02G000202	GWHHCNU00000002.1	1855998	1858409	-	2412	1506
GUL02G000203	GWHHCNU00000002.1	1859438	1862660	-	3223	354
GUL02G000204	GWHHCNU00000002.1	1861369	1861902	+	534	0
GUL02G000205	GWHHCNU00000002.1	1862931	1863146	-	216	0
GUL02G000206	GWHHCNU00000002.1	1865556	1865786	+	231	0
GUL02G000207	GWHHCNU00000002.1	1866742	1868559	-	1818	838
GUL02G000208	GWHHCNU00000002.1	1875437	1879045	-	3609	1012
GUL02G000209	GWHHCNU00000002.1	1924605	1925675	+	1071	0
GUL02G000210	GWHHCNU00000002.1	1951358	1952065	+	708	0
GUL02G000211	GWHHCNU00000002.1	1953682	1953903	+	222	0
GUL02G000212	GWHHCNU00000002.1	1967030	1969051	+	2022	79
GUL02G000213	GWHHCNU00000002.1	1979570	1979809	+	240	0
GUL02G000214	GWHHCNU00000002.1	1986494	1986760	+	267	0
GUL02G000215	GWHHCNU00000002.1	2001534	2005342	+	3809	110
GUL02G000216	GWHHCNU00000002.1	2006989	2007327	+	339	0
GUL02G000217	GWHHCNU00000002.1	2011306	2018349	+	7044	56
GUL02G000218	GWHHCNU00000002.1	2012287	2013057	+	771	0
GUL02G000219	GWHHCNU00000002.1	2020131	2020340	+	210	0
GUL02G000220	GWHHCNU00000002.1	2027976	2029278	+	1303	0
GUL02G000221	GWHHCNU00000002.1	2035777	2036496	+	720	15
GUL02G000222	GWHHCNU00000002.1	2059029	2060981	+	1953	0
GUL02G000223	GWHHCNU00000002.1	2091230	2091937	+	708	0
GUL02G000224	GWHHCNU00000002.1	2095816	2096043	-	228	0
GUL02G000225	GWHHCNU00000002.1	2098421	2098834	+	414	12
GUL02G000226	GWHHCNU00000002.1	2107180	2107593	+	414	46
GUL02G000227	GWHHCNU00000002.1	2115399	2116166	+	768	43
GUL02G000228	GWHHCNU00000002.1	2119080	2120918	+	1839	0
GUL02G000229	GWHHCNU00000002.1	2123853	2125934	-	2082	0
GUL02G000230	GWHHCNU00000002.1	2130624	2131037	+	414	10
GUL02G000231	GWHHCNU00000002.1	2136884	2137297	+	414	14
GUL02G000232	GWHHCNU00000002.1	2143759	2147719	+	3961	835
GUL02G000233	GWHHCNU00000002.1	2150180	2153802	-	3623	0
GUL02G000234	GWHHCNU00000002.1	2157957	2159913	+	1957	90
GUL02G000235	GWHHCNU00000002.1	2161449	2163296	-	1848	1476
GUL02G000236	GWHHCNU00000002.1	2166544	2171881	-	5338	1771
GUL02G000237	GWHHCNU00000002.1	2174852	2183287	-	8436	935
GUL02G000238	GWHHCNU00000002.1	2188949	2192641	+	3693	485
GUL02G000239	GWHHCNU00000002.1	2197178	2200128	+	2951	85
GUL02G000240	GWHHCNU00000002.1	2209833	2213896	-	4064	4506
GUL02G000241	GWHHCNU00000002.1	2216486	2219017	-	2532	222
GUL02G000242	GWHHCNU00000002.1	2223508	2223738	+	231	0
GUL02G000243	GWHHCNU00000002.1	2226261	2226576	+	316	0
GUL02G000244	GWHHCNU00000002.1	2227236	2231385	+	4150	110
GUL02G000245	GWHHCNU00000002.1	2233983	2234663	+	681	2158
GUL02G000246	GWHHCNU00000002.1	2238705	2244877	-	6173	403
GUL02G000247	GWHHCNU00000002.1	2246653	2251571	-	4919	1812
GUL02G000248	GWHHCNU00000002.1	2255689	2261207	+	5519	0
GUL02G000249	GWHHCNU00000002.1	2271416	2272744	+	1329	0
GUL02G000250	GWHHCNU00000002.1	2276766	2279120	+	2355	0
GUL02G000251	GWHHCNU00000002.1	2280052	2290485	+	10434	52
GUL02G000252	GWHHCNU00000002.1	2291150	2292367	-	1218	0
GUL02G000253	GWHHCNU00000002.1	2298964	2301791	+	2828	0
GUL02G000254	GWHHCNU00000002.1	2302844	2304046	-	1203	0
GUL02G000255	GWHHCNU00000002.1	2308759	2315440	+	6682	175
GUL02G000256	GWHHCNU00000002.1	2329009	2345567	+	16559	3030
GUL02G000257	GWHHCNU00000002.1	2373726	2375942	+	2217	98
GUL02G000258	GWHHCNU00000002.1	2382306	2382509	+	204	0
GUL02G000259	GWHHCNU00000002.1	2384011	2384469	+	459	0
GUL02G000260	GWHHCNU00000002.1	2389755	2390090	+	336	0
GUL02G000261	GWHHCNU00000002.1	2398309	2402285	+	3977	0
GUL02G000262	GWHHCNU00000002.1	2403248	2403748	-	501	0
GUL02G000263	GWHHCNU00000002.1	2406746	2410432	+	3687	87
GUL02G000264	GWHHCNU00000002.1	2412424	2414009	-	1586	258
GUL02G000265	GWHHCNU00000002.1	2416890	2417933	+	1044	0
GUL02G000266	GWHHCNU00000002.1	2424078	2426162	+	2085	0
GUL02G000267	GWHHCNU00000002.1	2428880	2432801	+	3922	0
GUL02G000268	GWHHCNU00000002.1	2441812	2442405	+	594	0
